filename,dissonance_score,hp_interference,hp_harmonicity,hp_consonance,timbre,type,interval_or_chord,root
sawtooth_chord_major_7th_C3.wav,0.990577,0.066267,0.562979,0.821712,sawtooth,chord,major_7th,C3
sawtooth_chord_minor_7th_C3.wav,1.057853,0.068165,0.565279,0.872114,sawtooth,chord,minor_7th,C3
sawtooth_chord_dominant_7th_C3.wav,1.102055,0.073882,0.550968,0.877086,sawtooth,chord,dominant_7th,C3
sawtooth_chord_diminished_7th_C3.wav,1.209537,0.082271,0.869633,1.012362,sawtooth,chord,diminished_7th,C3
sawtooth_chord_major_triad_E3.wav,0.475136,0.055591,0.532074,0.951482,sawtooth,chord,major_triad,E3
sawtooth_chord_minor_triad_E3.wav,0.47919,0.056957,0.532074,0.925116,sawtooth,chord,minor_triad,E3
sawtooth_chord_diminished_triad_E3.wav,0.579611,0.073714,0.685173,0.88646,sawtooth,chord,diminished_triad,E3
sawtooth_chord_augmented_triad_E3.wav,0.462348,0.062367,0.825127,0.96276,sawtooth,chord,augmented_triad,E3
sawtooth_chord_major_7th_E3.wav,0.781586,0.058574,0.562979,0.829405,sawtooth,chord,major_7th,E3
sawtooth_chord_minor_7th_E3.wav,0.834007,0.059256,0.565279,0.881022,sawtooth,chord,minor_7th,E3
sawtooth_chord_dominant_7th_E3.wav,0.873866,0.064841,0.550968,0.886127,sawtooth,chord,dominant_7th,E3
sawtooth_chord_diminished_7th_E3.wav,0.97738,0.0727,0.869633,1.021934,sawtooth,chord,diminished_7th,E3
sawtooth_chord_major_triad_G3.wav,0.389614,0.049671,0.532074,0.957403,sawtooth,chord,major_triad,G3
sawtooth_chord_minor_triad_G3.wav,0.39634,0.051017,0.532074,0.931056,sawtooth,chord,minor_triad,G3
sawtooth_chord_diminished_triad_G3.wav,0.495697,0.066978,0.685173,0.893195,sawtooth,chord,diminished_triad,G3
sawtooth_chord_augmented_triad_G3.wav,0.37818,0.056985,0.825127,0.968142,sawtooth,chord,augmented_triad,G3
sawtooth_chord_major_7th_G3.wav,0.650828,0.053422,0.562979,0.834557,sawtooth,chord,major_7th,G3
sawtooth_chord_minor_7th_G3.wav,0.690331,0.053197,0.565279,0.887082,sawtooth,chord,minor_7th,G3
sawtooth_chord_dominant_7th_G3.wav,0.725415,0.058657,0.550968,0.892311,sawtooth,chord,dominant_7th,G3
sawtooth_chord_diminished_7th_G3.wav,0.823614,0.066109,0.869633,1.028524,sawtooth,chord,diminished_7th,G3
sawtooth_chord_major_triad_C4.wav,0.271519,0.041099,0.532074,0.965974,sawtooth,chord,major_triad,C4
sawtooth_chord_minor_triad_C4.wav,0.282145,0.042377,0.532074,0.939697,sawtooth,chord,minor_triad,C4
sawtooth_chord_diminished_triad_C4.wav,0.372096,0.056857,0.685173,0.903316,sawtooth,chord,diminished_triad,C4
sawtooth_chord_augmented_triad_C4.wav,0.265504,0.049183,0.825127,0.975944,sawtooth,chord,augmented_triad,C4
sawtooth_chord_major_7th_C4.wav,0.478571,0.04591,0.562979,0.842069,sawtooth,chord,major_7th,C4
sawtooth_chord_minor_7th_C4.wav,0.494845,0.044233,0.565279,0.896046,sawtooth,chord,minor_7th,C4
sawtooth_chord_dominant_7th_C4.wav,0.5217,0.049435,0.550968,0.901533,sawtooth,chord,dominant_7th,C4
sawtooth_chord_diminished_7th_C4.wav,0.607321,0.056208,0.869633,1.038425,sawtooth,chord,diminished_7th,C4
sawtooth_chord_major_triad_E4.wav,0.199327,0.035331,0.532074,0.971743,sawtooth,chord,major_triad,E4
sawtooth_chord_minor_triad_E4.wav,0.211524,0.03652,0.532074,0.945554,sawtooth,chord,minor_triad,E4
sawtooth_chord_diminished_triad_E4.wav,0.289575,0.049712,0.685173,0.910462,sawtooth,chord,diminished_triad,E4
sawtooth_chord_augmented_triad_E4.wav,0.199352,0.043875,0.825127,0.981253,sawtooth,chord,augmented_triad,E4
sawtooth_chord_major_7th_E4.wav,0.376957,0.04077,0.562979,0.847209,sawtooth,chord,major_7th,E4
sawtooth_chord_minor_7th_E4.wav,0.374851,0.038034,0.565279,0.902245,sawtooth,chord,minor_7th,E4
sawtooth_chord_dominant_7th_E4.wav,0.396622,0.042981,0.550968,0.907987,sawtooth,chord,dominant_7th,E4
sawtooth_chord_diminished_7th_E4.wav,0.470013,0.049223,0.869633,1.04541,sawtooth,chord,diminished_7th,E4
sawtooth_chord_major_triad_G4.wav,0.157406,0.031587,0.532074,0.975487,sawtooth,chord,major_triad,G4
sawtooth_chord_minor_triad_G4.wav,0.169661,0.032694,0.532074,0.94938,sawtooth,chord,minor_triad,G4
sawtooth_chord_diminished_triad_G4.wav,0.237857,0.044878,0.685173,0.915295,sawtooth,chord,diminished_triad,G4
sawtooth_chord_augmented_triad_G4.wav,0.162223,0.040364,0.825127,0.984763,sawtooth,chord,augmented_triad,G4
sawtooth_chord_major_7th_G4.wav,0.318474,0.037365,0.562979,0.850614,sawtooth,chord,major_7th,G4
sawtooth_chord_minor_7th_G4.wav,0.30371,0.03392,0.565279,0.906358,sawtooth,chord,minor_7th,G4
sawtooth_chord_dominant_7th_G4.wav,0.322984,0.038645,0.550968,0.912323,sawtooth,chord,dominant_7th,G4
sawtooth_chord_diminished_7th_G4.wav,0.386794,0.044504,0.869633,1.050129,sawtooth,chord,diminished_7th,G4
piano_chord_major_triad_C3.wav,0.480801,0.067045,0.40282,0.810775,piano,chord,major_triad,C3
piano_chord_minor_triad_C3.wav,0.478003,0.068457,0.40282,0.784363,piano,chord,minor_triad,C3
piano_chord_diminished_triad_C3.wav,0.546786,0.087347,0.672045,0.859697,piano,chord,diminished_triad,C3
piano_chord_augmented_triad_C3.wav,0.445897,0.06968,0.78392,0.91424,piano,chord,augmented_triad,C3
piano_chord_major_7th_C3.wav,0.756729,0.068141,0.530732,0.787591,piano,chord,major_7th,C3
piano_chord_minor_7th_C3.wav,0.81516,0.071053,0.531656,0.835603,piano,chord,minor_7th,C3
piano_chord_dominant_7th_C3.wav,0.841486,0.076026,0.520864,0.844838,piano,chord,dominant_7th,C3
piano_chord_diminished_7th_C3.wav,0.921743,0.084838,0.838129,0.978291,piano,chord,diminished_7th,C3
piano_chord_major_triad_E3.wav,0.381427,0.057326,0.40282,0.820494,piano,chord,major_triad,E3
piano_chord_minor_triad_E3.wav,0.382108,0.0588,0.40282,0.79402,piano,chord,minor_triad,E3
piano_chord_diminished_triad_E3.wav,0.457148,0.076744,0.672045,0.8703,piano,chord,diminished_triad,E3
piano_chord_augmented_triad_E3.wav,0.343439,0.060714,0.78392,0.923205,piano,chord,augmented_triad,E3
piano_chord_major_7th_E3.wav,0.592827,0.05982,0.530732,0.795912,piano,chord,major_7th,E3
piano_chord_minor_7th_E3.wav,0.644371,0.061425,0.531656,0.845231,piano,chord,minor_7th,E3
piano_chord_dominant_7th_E3.wav,0.665212,0.066235,0.520864,0.854629,piano,chord,dominant_7th,E3
piano_chord_diminished_7th_E3.wav,0.745359,0.074469,0.838129,0.988659,piano,chord,diminished_7th,E3
piano_chord_major_triad_G3.wav,0.312778,0.05077,0.40282,0.82705,piano,chord,major_triad,G3
piano_chord_minor_triad_G3.wav,0.316604,0.052267,0.40282,0.800553,piano,chord,minor_triad,G3
piano_chord_diminished_triad_G3.wav,0.391818,0.069372,0.672045,0.877672,piano,chord,diminished_triad,G3
piano_chord_augmented_triad_G3.wav,0.275287,0.054721,0.78392,0.929199,piano,chord,augmented_triad,G3
piano_chord_major_7th_G3.wav,0.48714,0.054228,0.530732,0.801504,piano,chord,major_7th,G3
piano_chord_minor_7th_G3.wav,0.531461,0.054834,0.531656,0.851821,piano,chord,minor_7th,G3
piano_chord_dominant_7th_G3.wav,0.547071,0.059507,0.520864,0.861357,piano,chord,dominant_7th,G3
piano_chord_diminished_7th_G3.wav,0.624391,0.067288,0.838129,0.995841,piano,chord,diminished_7th,G3
piano_chord_major_triad_C4.wav,0.214156,0.041199,0.40282,0.836621,piano,chord,major_triad,C4
piano_chord_minor_triad_C4.wav,0.222651,0.042686,0.40282,0.810134,piano,chord,minor_triad,C4
piano_chord_diminished_triad_C4.wav,0.290829,0.058188,0.672045,0.888856,piano,chord,diminished_triad,C4
piano_chord_augmented_triad_C4.wav,0.181845,0.046036,0.78392,0.937883,piano,chord,augmented_triad,C4
piano_chord_major_7th_C4.wav,0.34463,0.046057,0.530732,0.809676,piano,chord,major_7th,C4
piano_chord_minor_7th_C4.wav,0.373945,0.045023,0.531656,0.861632,piano,chord,minor_7th,C4
piano_chord_dominant_7th_C4.wav,0.381298,0.049435,0.520864,0.871428,piano,chord,dominant_7th,C4
piano_chord_diminished_7th_C4.wav,0.449438,0.05644,0.838129,1.006689,piano,chord,diminished_7th,C4
piano_chord_major_triad_E4.wav,0.151945,0.034708,0.40282,0.843112,piano,chord,major_triad,E4
piano_chord_minor_triad_E4.wav,0.162576,0.036142,0.40282,0.816678,piano,chord,minor_triad,E4
piano_chord_diminished_triad_E4.wav,0.220928,0.050223,0.672045,0.896821,piano,chord,diminished_triad,E4
piano_chord_augmented_triad_E4.wav,0.126263,0.040165,0.78392,0.943755,piano,chord,augmented_triad,E4
piano_chord_major_7th_E4.wav,0.259282,0.040464,0.530732,0.815268,piano,chord,major_7th,E4
piano_chord_minor_7th_E4.wav,0.275229,0.038198,0.531656,0.868458,piano,chord,minor_7th,E4
piano_chord_dominant_7th_E4.wav,0.278036,0.042371,0.520864,0.878493,piano,chord,dominant_7th,E4
piano_chord_diminished_7th_E4.wav,0.336005,0.048753,0.838129,1.014376,piano,chord,diminished_7th,E4
piano_chord_major_triad_G4.wav,0.115268,0.030479,0.40282,0.847341,piano,chord,major_triad,G4
piano_chord_minor_triad_G4.wav,0.126323,0.031848,0.40282,0.820972,piano,chord,minor_triad,G4
piano_chord_diminished_triad_G4.wav,0.176398,0.044811,0.672045,0.902234,piano,chord,diminished_triad,G4
piano_chord_augmented_triad_G4.wav,0.095102,0.036325,0.78392,0.947595,piano,chord,augmented_triad,G4
piano_chord_major_7th_G4.wav,0.210052,0.036767,0.530732,0.818965,piano,chord,major_7th,G4
piano_chord_minor_7th_G4.wav,0.216107,0.033653,0.531656,0.873003,piano,chord,minor_7th,G4
piano_chord_dominant_7th_G4.wav,0.217053,0.037628,0.520864,0.883236,piano,chord,dominant_7th,G4
piano_chord_diminished_7th_G4.wav,0.266634,0.04355,0.838129,1.019578,piano,chord,diminished_7th,G4
sine_chord_major_triad_inv1_C3.wav,0.260718,0.24134,0.333333,0.241994,sine,inversion,major_triad_inv1,C3
sine_chord_major_triad_inv2_C3.wav,0.155075,0.11892,0.333338,0.364418,sine,inversion,major_triad_inv2,C3
sine_chord_minor_triad_inv1_C3.wav,0.225066,0.162653,0.333338,0.320686,sine,inversion,minor_triad_inv1,C3
sine_chord_minor_triad_inv2_C3.wav,0.208066,0.194332,0.333333,0.289001,sine,inversion,minor_triad_inv2,C3
sine_chord_diminished_triad_inv1_C3.wav,0.235185,0.221412,0.333333,0.261921,sine,inversion,diminished_triad_inv1,C3
sine_chord_diminished_triad_inv2_C3.wav,0.181095,0.16963,0.333333,0.313704,sine,inversion,diminished_triad_inv2,C3
sine_chord_augmented_triad_inv1_C3.wav,0.256055,0.202338,0.666667,0.614329,sine,inversion,augmented_triad_inv1,C3
sine_chord_augmented_triad_inv2_C3.wav,0.189478,0.162655,0.666667,0.654012,sine,inversion,augmented_triad_inv2,C3
sine_chord_major_triad_inv1_C4.wav,0.11438,0.140329,0.333333,0.343004,sine,inversion,major_triad_inv1,C4
sine_chord_major_triad_inv2_C4.wav,0.036657,0.048304,0.333338,0.435034,sine,inversion,major_triad_inv2,C4
sine_chord_minor_triad_inv1_C4.wav,0.074351,0.076586,0.333338,0.406753,sine,inversion,minor_triad_inv1,C4
sine_chord_minor_triad_inv2_C4.wav,0.068926,0.100346,0.333333,0.382987,sine,inversion,minor_triad_inv2,C4
sine_chord_diminished_triad_inv1_C4.wav,0.111379,0.134727,0.333333,0.348606,sine,inversion,diminished_triad_inv1,C4
sine_chord_diminished_triad_inv2_C4.wav,0.060108,0.089654,0.333333,0.393679,sine,inversion,diminished_triad_inv2,C4
sine_chord_augmented_triad_inv1_C4.wav,0.087,0.097927,0.666667,0.718739,sine,inversion,augmented_triad_inv1,C4
sine_chord_augmented_triad_inv2_C4.wav,0.054188,0.073009,0.666667,0.743658,sine,inversion,augmented_triad_inv2,C4
sine_chord_major_triad_inv1_G3.wav,0.167055,0.178758,0.333333,0.304575,sine,inversion,major_triad_inv1,G3
sine_chord_major_triad_inv2_G3.wav,0.071672,0.072582,0.333338,0.410756,sine,inversion,major_triad_inv2,G3
sine_chord_minor_triad_inv1_G3.wav,0.125281,0.107496,0.333338,0.375843,sine,inversion,minor_triad_inv1,G3
sine_chord_minor_triad_inv2_G3.wav,0.114252,0.134985,0.333333,0.348348,sine,inversion,minor_triad_inv2,G3
sine_chord_diminished_triad_inv1_G3.wav,0.156352,0.168177,0.333333,0.315156,sine,inversion,diminished_triad_inv1,G3
sine_chord_diminished_triad_inv2_G3.wav,0.098659,0.11925,0.333333,0.364083,sine,inversion,diminished_triad_inv2,G3
sine_chord_augmented_triad_inv1_G3.wav,0.145449,0.136048,0.666667,0.680619,sine,inversion,augmented_triad_inv1,G3
sine_chord_augmented_triad_inv2_G3.wav,0.097112,0.104926,0.666667,0.711741,sine,inversion,augmented_triad_inv2,G3
sawtooth_chord_major_triad_inv1_C3.wav,0.468558,0.062966,0.498948,0.585982,sawtooth,inversion,major_triad_inv1,C3
sawtooth_chord_major_triad_inv2_C3.wav,0.318355,0.046713,0.488448,0.591736,sawtooth,inversion,major_triad_inv2,C3
sawtooth_chord_minor_triad_inv1_C3.wav,0.440094,0.055035,0.488448,0.583413,sawtooth,inversion,minor_triad_inv1,C3
sawtooth_chord_minor_triad_inv2_C3.wav,0.372725,0.054881,0.498948,0.594067,sawtooth,inversion,minor_triad_inv2,C3
sawtooth_chord_diminished_triad_inv1_C3.wav,0.48314,0.066195,0.508297,0.592103,sawtooth,inversion,diminished_triad_inv1,C3
sawtooth_chord_diminished_triad_inv2_C3.wav,0.377657,0.056803,0.508297,0.601495,sawtooth,inversion,diminished_triad_inv2,C3
sawtooth_chord_augmented_triad_inv1_C3.wav,0.462348,0.062367,0.825127,0.91276,sawtooth,inversion,augmented_triad_inv1,C3
sawtooth_chord_augmented_triad_inv2_C3.wav,0.352881,0.055312,0.825127,0.919815,sawtooth,inversion,augmented_triad_inv2,C3
sawtooth_chord_major_triad_inv1_C4.wav,0.21883,0.042219,0.498948,0.60673,sawtooth,inversion,major_triad_inv1,C4
sawtooth_chord_major_triad_inv2_C4.wav,0.118289,0.029713,0.488448,0.608735,sawtooth,inversion,major_triad_inv2,C4
sawtooth_chord_minor_triad_inv1_C4.wav,0.175731,0.034993,0.488448,0.603456,sawtooth,inversion,minor_triad_inv1,C4
sawtooth_chord_minor_triad_inv2_C4.wav,0.157426,0.036442,0.498948,0.612506,sawtooth,inversion,minor_triad_inv2,C4
sawtooth_chord_diminished_triad_inv1_C4.wav,0.238036,0.044763,0.508297,0.613534,sawtooth,inversion,diminished_triad_inv1,C4
sawtooth_chord_diminished_triad_inv2_C4.wav,0.166012,0.038143,0.508297,0.620154,sawtooth,inversion,diminished_triad_inv2,C4
sawtooth_chord_augmented_triad_inv1_C4.wav,0.199352,0.043875,0.825127,0.931253,sawtooth,inversion,augmented_triad_inv1,C4
sawtooth_chord_augmented_triad_inv2_C4.wav,0.15194,0.039274,0.825127,0.935853,sawtooth,inversion,augmented_triad_inv2,C4
sawtooth_chord_major_triad_inv1_G3.wav,0.302773,0.049977,0.498948,0.598971,sawtooth,inversion,major_triad_inv1,G3
sawtooth_chord_major_triad_inv2_G3.wav,0.178385,0.035846,0.488448,0.602602,sawtooth,inversion,major_triad_inv2,G3
sawtooth_chord_minor_triad_inv1_G3.wav,0.261938,0.042307,0.488448,0.596142,sawtooth,inversion,minor_triad_inv1,G3
sawtooth_chord_minor_triad_inv2_G3.wav,0.225424,0.043267,0.498948,0.605681,sawtooth,inversion,minor_triad_inv2,G3
sawtooth_chord_diminished_triad_inv1_G3.wav,0.321942,0.05284,0.508297,0.605457,sawtooth,inversion,diminished_triad_inv1,G3
sawtooth_chord_diminished_triad_inv2_G3.wav,0.233262,0.045059,0.508297,0.613238,sawtooth,inversion,diminished_triad_inv2,G3
sawtooth_chord_augmented_triad_inv1_G3.wav,0.285296,0.050635,0.825127,0.924493,sawtooth,inversion,augmented_triad_inv1,G3
sawtooth_chord_augmented_triad_inv2_G3.wav,0.214011,0.045131,0.825127,0.929996,sawtooth,inversion,augmented_triad_inv2,G3
piano_chord_major_triad_inv1_C3.wav,0.35094,0.063233,0.36685,0.453616,piano,inversion,major_triad_inv1,C3
piano_chord_major_triad_inv2_C3.wav,0.230187,0.045454,0.365551,0.470097,piano,inversion,major_triad_inv2,C3
piano_chord_minor_triad_inv1_C3.wav,0.326947,0.054728,0.365551,0.460823,piano,inversion,minor_triad_inv1,C3
piano_chord_minor_triad_inv2_C3.wav,0.277239,0.054267,0.36685,0.462583,piano,inversion,minor_triad_inv2,C3
piano_chord_diminished_triad_inv1_C3.wav,0.350661,0.067065,0.456172,0.539107,piano,inversion,diminished_triad_inv1,C3
piano_chord_diminished_triad_inv2_C3.wav,0.271681,0.056665,0.456172,0.549506,piano,inversion,diminished_triad_inv2,C3
piano_chord_augmented_triad_inv1_C3.wav,0.343439,0.060714,0.78392,0.873205,piano,inversion,augmented_triad_inv1,C3
piano_chord_augmented_triad_inv2_C3.wav,0.254501,0.052857,0.78392,0.881063,piano,inversion,augmented_triad_inv2,C3
piano_chord_major_triad_inv1_C4.wav,0.153188,0.041027,0.36685,0.475823,piano,inversion,major_triad_inv1,C4
piano_chord_major_triad_inv2_C4.wav,0.068878,0.02723,0.365551,0.48832,piano,inversion,major_triad_inv2,C4
piano_chord_minor_triad_inv1_C4.wav,0.116905,0.033162,0.365551,0.482389,piano,inversion,minor_triad_inv1,C4
piano_chord_minor_triad_inv2_C4.wav,0.100409,0.03441,0.36685,0.482439,piano,inversion,minor_triad_inv2,C4
piano_chord_diminished_triad_inv1_C4.wav,0.164342,0.044281,0.456172,0.561891,piano,inversion,diminished_triad_inv1,C4
piano_chord_diminished_triad_inv2_C4.wav,0.102806,0.036593,0.456172,0.569579,piano,inversion,diminished_triad_inv2,C4
piano_chord_augmented_triad_inv1_C4.wav,0.126263,0.040165,0.78392,0.893755,piano,inversion,augmented_triad_inv1,C4
piano_chord_augmented_triad_inv2_C4.wav,0.086518,0.035143,0.78392,0.898777,piano,inversion,augmented_triad_inv2,C4
piano_chord_major_triad_inv1_G3.wav,0.220958,0.049335,0.36685,0.467515,piano,inversion,major_triad_inv1,G3
piano_chord_major_triad_inv2_G3.wav,0.117053,0.033769,0.365551,0.481782,piano,inversion,major_triad_inv2,G3
piano_chord_minor_triad_inv1_G3.wav,0.186289,0.041031,0.365551,0.47452,piano,inversion,minor_triad_inv1,G3
piano_chord_minor_triad_inv2_G3.wav,0.156543,0.041729,0.36685,0.475121,piano,inversion,minor_triad_inv2,G3
piano_chord_diminished_triad_inv1_G3.wav,0.229288,0.052913,0.456172,0.553259,piano,inversion,diminished_triad_inv1,G3
piano_chord_diminished_triad_inv2_G3.wav,0.156425,0.044043,0.456172,0.562129,piano,inversion,diminished_triad_inv2,G3
piano_chord_augmented_triad_inv1_G3.wav,0.198402,0.047649,0.78392,0.886271,piano,inversion,augmented_triad_inv1,G3
piano_chord_augmented_triad_inv2_G3.wav,0.138594,0.041549,0.78392,0.892371,piano,inversion,augmented_triad_inv2,G3
anchor_silence.wav,0.0,0.0,0.0,0.0,none,anchor,silence,N/A
anchor_white_noise.wav,-1.0,1.0,0.0,-1.0,noise,anchor,white_noise,N/A
anchor_pure_A4.wav,0.0,0.0,1.0,1.15,sine,anchor,pure_tone,A4
